text,intent,label
I am not entertained,i am bored,8
send whatsapp message,send whatsapp message,14
What are your functionalities?,what can you do,20
tell me about my family,tell me about,16
What is the time?,asking time,1
i need a coffee,,-1
i am bored today what can i do,i am bored,8
Tell me a joke,tell me joke,17
have any emails come in since four hundred today,send email,13
Hola how are you?,"greet and hello hi kind of things, general check in",7
download youtube video hd of,download youtube video,5
tell me news day after tomorrow,tell me news,18
click selfie of,click photo,3
hips dont lie thats the song i would like you to play for me,play on youtube,12
Hola how are you?,"greet and hello hi kind of things, general check in",7
what is the track information currently,play on youtube,12
today,asking date,0
Hya there,"greet and hello hi kind of things, general check in",7
has it been a busy day,tell me about,16
Quiet,goodbye,6
Hola how are you?,"greet and hello hi kind of things, general check in",7
tell me a dad joke,tell me joke,17
email my boss that i will be late today because of an emergency and apologize to him for missing the meeting,send email,13
what is the day,asking date,0
open website stackoverflow.com,open website,9
tell me a joke about asia,tell me joke,17
Hope you are doing well?,"greet and hello hi kind of things, general check in",7
send email to <name>,send email,13
"Thank you, bye",goodbye,6
howdy,"greet and hello hi kind of things, general check in",7
make me laugh,tell me joke,17
play bad guy on youtube,play on youtube,12
is there a national holiday on fifth december,asking time,1
"Thank you, goodbye",goodbye,6
download youtube video of,download youtube video,5
best rap music,play on youtube,12
who's playing the oboe on this piece,play on youtube,12
Can you tell me the time?,asking time,1
send whatsapp message,send whatsapp message,14
covid confirmed cases of,covid cases,4
Do you know any jokes,tell me joke,17
Great thanks! This is Bella,"greet and hello hi kind of things, general check in",7
please stop for a bit,volume control,19
send whatsapp message,send whatsapp message,14
Do you know what time it is?,asking time,1
"Thanks, bye",goodbye,6
send email to mommy that i'll be going the party,send email,13
i want to know the latest local news of the city,tell me news,18
play games,play games,11
please explain space,tell me about,16
recent advice concerning google seo,tell me about,16
please do not respond,volume control,19
send whatsapp message,send whatsapp message,14
please make me a coffee,,-1
good bye,goodbye,6
can you make some coffee,,-1
It is Bella,"greet and hello hi kind of things, general check in",7
download youtube video hd of,download youtube video,5
open website wikipedia.com,open website,9
can you recommend good stores in this area,places near me,10
down the speaker volume at the end of level,volume control,19
time,asking time,1
let's play a game together,play games,11
i am bored today what can i do,i am bored,8
explanation of the song,play on youtube,12
do i need a light or heavy jacket today,asking weather,2
daily cases,covid cases,4
Tell me a joke,tell me joke,17
hotel california is sung by whom,play on youtube,12
"Thank you, goodbye",goodbye,6
turn down the speakers,volume control,19
i need to know where to get chicken wings in benton ar,places near me,10
whats up,"greet and hello hi kind of things, general check in",7
mute for two hours,volume control,19
today,asking date,0
local shops,places near me,10
Great thanks! It is Bella,"greet and hello hi kind of things, general check in",7
good afternoon,goodbye,6
Is it going to snow,asking weather,2
What tasks can you complete?,what can you do,20
send email to <name>,send email,13
what is the day,asking date,0
silence speakers,volume control,19
hey olly tell me what shops i am near,places near me,10
i would like my to write original romantic messages for my wife,tell me about,16
good afternoon,goodbye,6
could you please lower your volume,volume control,19
can you feel,tell me about,16
what is the weather like now tomorrow,asking weather,2
what time is it day before tomorrow,asking time,1
set coffee maker to start at three,,-1
send a request to martin,send email,13
is country better today or ten years ago,tell me about,16
what is the day,asking date,0
let's play you'll be the keeper and never change position,play games,11
take screenshot,take screenshot,15
make me laugh,tell me joke,17
Hello,"greet and hello hi kind of things, general check in",7
tell me news day after tomorrow,tell me news,18
capture photo of,click photo,3
what are the estimated temperatures this afternoon,asking weather,2
screen shot of <name>,take screenshot,15
capture photo of,click photo,3
is it going to rain in seattle today,asking weather,2
Hello hope you are doing well?,"greet and hello hi kind of things, general check in",7
what is the weather like tomorrow,asking weather,2
Do you know what time it is?,asking time,1
volume control increase by 10,volume control,19
please shut off,volume control,19
reply to john's email today saying i will be late,send email,13
How hot will it be,asking weather,2
play the billboard top ten,play on youtube,12
did bert write me today,send email,13
please lower the speaker volume,volume control,19
humor me,tell me joke,17
How are you doing?,"greet and hello hi kind of things, general check in",7
check and see what will be the weather condition in new jersey at eight am tomorrow,asking weather,2
show latest news about migration,tell me news,18
rephrase me about what you've said further please.,tell me about,16
send mail to bubbles i want to meet her tomorrow at two pm in office,send email,13
take screenshot,take screenshot,15
what time is it now,asking time,1
Quiet,goodbye,6
what's good news,tell me news,18
what is the weather like now day after tomorrow,asking weather,2
play games with me,play games,11
dubai marriage,tell me about,16
can you set my coffee machine to make me coffee at four pm time,,-1
mute the settings,volume control,19
play pacman game with me,play games,11
load up ghost recon wildlands,play games,11
send whatsapp message to,send whatsapp message,14
send whatsapp message,send whatsapp message,14
Hello,"greet and hello hi kind of things, general check in",7
hey,"greet and hello hi kind of things, general check in",7
good afternoon,goodbye,6
"Thanks, bye",goodbye,6
what time is it now,asking time,1
tell me a joke today,tell me joke,17
Hola how are you?,"greet and hello hi kind of things, general check in",7
tell me about history of british india,tell me about,16
Hello there,"greet and hello hi kind of things, general check in",7
what rihanna is doing,tell me about,16
turn on the coffee pot,,-1
what is the weather tomorrow,asking weather,2
click photo of,click photo,3
Be quiet,goodbye,6
It is Bella,"greet and hello hi kind of things, general check in",7
Enough talking,goodbye,6
This is Adam,"greet and hello hi kind of things, general check in",7
Do you know what time it is?,asking time,1
Hya there,"greet and hello hi kind of things, general check in",7
email mahmoud,send email,13
capture selfie,click photo,3
can the latest news be pulled up on the latest weather forecast for the week,tell me news,18
hey there,"greet and hello hi kind of things, general check in",7
lower the volume ten percent,volume control,19
